0.001000 -0.000692 0.007441
0.006000 -0.001496 0.014807
0.011000 0.000499 0.017276
0.016000 0.005208 0.022457
0.021000 -0.003584 0.018411
0.026000 -0.006991 0.019956
0.031000 -0.006047 0.025028
0.036000 -0.007033 0.022174
0.041000 -0.009973 0.024115
0.046000 -0.006952 0.023790
0.050950 0.003207 0.023970
0.051000 0.000102 0.024062
0.056900 0.002749 0.025521
0.062800 0.057166 0.031208
0.068700 0.145422 0.046284
0.074600 0.237680 0.055658
0.080500 0.295534 0.061408
0.086400 0.444162 0.065307
0.092300 0.611885 0.085613
0.098200 0.736571 0.087272
0.100900 0.688786 0.080967
0.104100 0.783583 0.074102
0.150850 0.850075 0.068599
0.200800 0.894017 0.066826
0.250750 0.930134 0.065000
0.300700 0.937925 0.063655
0.350650 0.949361 0.062161
0.400600 0.963885 0.060412
0.450550 0.960678 0.058692
0.500500 0.958065 0.057265
0.550450 0.973781 0.055668
0.600400 0.978383 0.054324
0.650350 0.970977 0.052563
0.700300 0.980503 0.050817
0.750250 0.989719 0.048865
0.800200 1.000052 0.046816
0.850150 1.005277 0.044456
0.900100 1.012290 0.042305
0.950050 1.033158 0.039692


