0.300 0 15.120
0.300 1 18.972
0.300 2 25.437
0.300 3 31.915
0.300 4 37.399
0.300 5 42.458
0.300 6 46.970
0.300 7 50.638
0.300 8 53.927
0.300 9 57.051
0.300 10 59.353
0.300 11 60.894
0.300 12 62.191
0.300 13 62.956
0.300 14 63.559
0.300 15 63.687
0.300 16 63.396
0.300 17 62.903
0.300 18 62.287
0.300 19 61.596
0.300 20 60.757
0.300 21 59.815
0.300 22 58.833
0.300 23 57.899
0.300 24 56.758
0.300 25 55.635
0.300 26 54.387
0.300 27 53.111
0.300 28 51.778
0.300 29 50.453
0.300 30 49.106
0.300 31 47.773
0.300 32 46.388
0.300 33 45.035
0.300 34 43.651
0.300 35 42.363
0.300 36 41.193
0.300 37 39.863
0.300 38 38.584
0.300 39 37.315
0.300 40 36.066
0.300 41 34.913
0.300 42 33.633
0.300 43 32.319
0.300 44 31.030
0.300 45 29.585
0.300 46 28.289
0.300 47 27.020
0.300 48 25.828
0.300 49 24.711
0.300 50 23.697
0.300 51 22.720
0.300 52 21.864
0.300 53 21.157
0.300 54 20.495
0.300 55 20.045
0.300 56 19.833
0.300 57 19.540
0.300 58 19.657
0.300 59 19.836
0.300 60 20.196
0.300 61 20.663
0.300 62 21.042
0.300 63 21.311
0.300 64 21.666
0.300 65 22.206
0.300 66 22.286
0.300 67 22.392
0.300 68 22.248
0.300 69 21.995
0.300 70 21.837
0.300 71 21.577
0.300 72 21.198
0.300 73 20.683
0.300 74 20.104
0.300 75 19.372
0.300 76 18.617
0.300 77 17.789
0.300 78 16.931
0.300 79 16.131
0.300 80 15.288
0.300 81 14.424
0.300 82 13.778
0.300 83 13.024
0.300 84 12.249
0.300 85 11.458
0.300 86 10.774
0.300 87 10.179
0.300 88 9.477
0.300 89 8.794
0.300 90 8.149
0.300 91 7.536
0.300 92 6.854
0.300 93 6.163
0.300 94 5.527
0.300 95 4.728
0.300 96 3.955
0.300 97 3.183
0.300 98 2.276
0.300 99 1.429
0.300 100 0.000
